,Date,Crop,Market_Price,Production_Cost,Gross_Profit_Margin
4830,2022-07-01,Salsify,16.04,5.55,65.39
4831,2022-08-01,Salsify,26.84,9.84,63.34
4832,2022-09-01,Salsify,24.66,3.57,85.51
4833,2022-10-01,Salsify,23.37,5.57,76.17
4834,2022-11-01,Salsify,10.48,6.39,39.09
4835,2022-12-01,Salsify,11.06,5.82,47.41
4836,2023-01-01,Salsify,26.76,6.2,76.85
4837,2023-02-01,Salsify,26.98,8.24,69.45
4838,2023-03-01,Salsify,16.29,4.49,72.45
4839,2023-04-01,Salsify,18.18,9.21,49.34
4840,2023-05-01,Salsify,17.21,5.18,69.91
4841,2023-06-01,Salsify,13.37,4.45,66.68
4842,2023-07-01,Salsify,28.36,5.62,80.17
4843,2023-08-01,Salsify,10.63,5.97,43.82
4844,2023-09-01,Salsify,17.13,3.46,79.8
4845,2023-10-01,Salsify,23.1,9.89,57.18
4846,2023-11-01,Salsify,13.35,3.66,72.56
4847,2023-12-01,Salsify,13.95,9.53,31.68
4848,2024-01-01,Salsify,13,6.35,51.12
4849,2024-02-01,Salsify,15.01,9.37,37.57
4850,2024-03-01,Salsify,29.62,4.94,83.31
4851,2024-04-01,Salsify,14.53,5.38,62.97
4852,2024-05-01,Salsify,10.89,5.7,47.65
4853,2024-06-01,Salsify,14.67,4.89,66.67
4854,2024-07-01,Salsify,24.38,7.22,70.37
4855,2024-08-01,Salsify,18.51,6.8,63.24
4856,2024-09-01,Salsify,11.06,9.16,17.16
4857,2024-10-01,Salsify,23.51,7.08,69.9
4858,2024-11-01,Salsify,21.93,6.8,68.99
4859,2024-12-01,Salsify,19.04,7.54,60.4
4860,2022-01-01,Oca,13.66,8.79,35.63
4861,2022-02-01,Oca,28.52,5.42,81
4862,2022-03-01,Oca,22.49,8.75,61.08
4863,2022-04-01,Oca,26.2,8.13,68.97
4864,2022-05-01,Oca,23.25,4.47,80.79
4865,2022-06-01,Oca,19.41,6.69,65.52
4866,2022-07-01,Oca,20.14,8.89,55.87
4867,2022-08-01,Oca,28.01,4,85.72
4868,2022-09-01,Oca,13.25,7.54,43.07
4869,2022-10-01,Oca,29.08,3.61,87.58
4870,2022-11-01,Oca,16.67,5.82,65.07
4871,2022-12-01,Oca,20.8,5.14,75.28
4872,2023-01-01,Oca,13.99,6.53,53.34
4873,2023-02-01,Oca,21.86,6.49,70.32
4874,2023-03-01,Oca,26.03,9.51,63.46
4875,2023-04-01,Oca,14.92,6.6,55.73
4876,2023-05-01,Oca,22.55,5.13,77.24
4877,2023-06-01,Oca,22.13,7.75,64.99
4878,2023-07-01,Oca,16.2,6.04,62.74
4879,2023-08-01,Oca,18.06,7.47,58.63
4880,2023-09-01,Oca,25.17,4.22,83.24
4881,2023-10-01,Oca,27.63,7.1,74.3
4882,2023-11-01,Oca,26.97,4.63,82.82
4883,2023-12-01,Oca,14.88,8.47,43.09
4884,2024-01-01,Oca,13.54,4.07,69.92
4885,2024-02-01,Oca,21.06,9.75,53.71
4886,2024-03-01,Oca,18.84,5.27,72.05
4887,2024-04-01,Oca,26.88,6.9,74.34
4888,2024-05-01,Oca,21.15,6.39,69.79
4889,2024-06-01,Oca,17.76,3.23,81.79
4890,2024-07-01,Oca,18.71,7.17,61.66
4891,2024-08-01,Oca,28.23,9.63,65.87
4892,2024-09-01,Oca,15.43,4.43,71.31
4893,2024-10-01,Oca,27.28,6.73,75.35
4894,2024-11-01,Oca,25.82,9.12,64.67
4895,2024-12-01,Oca,10.58,8.3,21.53
4896,2022-01-01,Ulluco,17.04,5.78,66.06
4897,2022-02-01,Ulluco,16.28,5.06,68.89
4898,2022-03-01,Ulluco,15.89,3.37,78.78
4899,2022-04-01,Ulluco,11.04,4.25,61.51
4900,2022-05-01,Ulluco,15.86,9.14,42.36
4901,2022-06-01,Ulluco,20.04,4.07,79.68
4902,2022-07-01,Ulluco,11.08,8.35,24.66
4903,2022-08-01,Ulluco,11.42,3.85,66.29
4904,2022-09-01,Ulluco,28.54,9.31,67.38
4905,2022-10-01,Ulluco,26.32,8.88,66.26
4906,2022-11-01,Ulluco,16.17,9.36,42.15
4907,2022-12-01,Ulluco,12.87,7.46,42.07
4908,2023-01-01,Ulluco,21.55,6.56,69.58
4909,2023-02-01,Ulluco,17.87,4.7,73.67
4910,2023-03-01,Ulluco,17.45,9.64,44.74
4911,2023-04-01,Ulluco,12.7,4.85,61.78
4912,2023-05-01,Ulluco,16.15,7.11,56.01
4913,2023-06-01,Ulluco,14.49,8.87,38.78
4914,2023-07-01,Ulluco,28.73,3.28,88.59
4915,2023-08-01,Ulluco,23.19,3.88,83.25
4916,2023-09-01,Ulluco,19.39,9.75,49.68
4917,2023-10-01,Ulluco,13.74,6.18,55.01
4918,2023-11-01,Ulluco,17.93,4.09,77.2
4919,2023-12-01,Ulluco,26.87,7.69,71.36
4920,2024-01-01,Ulluco,11.1,5.88,47.05
4921,2024-02-01,Ulluco,19.42,3.77,80.59
4922,2024-03-01,Ulluco,18.95,9.22,51.33
4923,2024-04-01,Ulluco,24.46,5,79.57
4924,2024-05-01,Ulluco,18.37,3.53,80.79
4925,2024-06-01,Ulluco,18.75,5.02,73.2
4926,2024-07-01,Ulluco,12.21,5.61,54.09
4927,2024-08-01,Ulluco,26.63,3.67,86.21
4928,2024-09-01,Ulluco,25.49,4.79,81.19
4929,2024-10-01,Ulluco,23.67,8.51,64.04
4930,2024-11-01,Ulluco,10.54,6.03,42.78
4931,2024-12-01,Ulluco,11.43,7.48,34.54
4932,2022-01-01,Mashua,11.01,4.33,60.67
4933,2022-02-01,Mashua,21.54,7.06,67.25
4934,2022-03-01,Mashua,14.42,7.28,49.48
4935,2022-04-01,Mashua,24.75,9.12,63.14
4936,2022-05-01,Mashua,25.27,8.43,66.63
4937,2022-06-01,Mashua,29.04,4.53,84.39
4938,2022-07-01,Mashua,13.08,8.19,37.44
4939,2022-08-01,Mashua,17.28,3.78,78.15
4940,2022-09-01,Mashua,16.3,3.95,75.79
4941,2022-10-01,Mashua,14.01,4.24,69.77
4942,2022-11-01,Mashua,21.95,3.84,82.48
4943,2022-12-01,Mashua,28.32,7.7,72.82
4944,2023-01-01,Mashua,23.95,7.99,66.63
4945,2023-02-01,Mashua,17.35,3.9,77.52
4946,2023-03-01,Mashua,22.34,3.29,85.25
4947,2023-04-01,Mashua,26.86,6.88,74.38
4948,2023-05-01,Mashua,20.88,7.32,64.95
4949,2023-06-01,Mashua,13,3.08,76.31
4950,2023-07-01,Mashua,21.07,7.17,65.95
4951,2023-08-01,Mashua,17.19,5.97,65.27
4952,2023-09-01,Mashua,20.13,5.44,72.98
4953,2023-10-01,Mashua,14.45,9.49,34.34
4954,2023-11-01,Mashua,26.92,8.57,68.15
4955,2023-12-01,Mashua,22.07,3.43,84.47
4956,2024-01-01,Mashua,10.81,8.09,25.14
4957,2024-02-01,Mashua,12.18,7.19,41
4958,2024-03-01,Mashua,23.56,5.87,75.07
4959,2024-04-01,Mashua,25.88,8.61,66.74
4960,2024-05-01,Mashua,27.48,7.86,71.39
4961,2024-06-01,Mashua,28.1,5.97,78.77
4962,2024-07-01,Mashua,25.65,3.72,85.51
4963,2024-08-01,Mashua,23.33,6.24,73.25
4964,2024-09-01,Mashua,23.29,7.44,68.05
4965,2024-10-01,Mashua,26.82,5.05,81.18
4966,2024-11-01,Mashua,19.22,4.03,79.03
4967,2024-12-01,Mashua,29.8,5.77,80.64
4968,2022-01-01,Yacon,25.42,3.94,84.5
4969,2022-02-01,Yacon,20.09,7.85,60.9
4970,2022-03-01,Yacon,28.06,9.76,65.22
4971,2022-04-01,Yacon,11.28,6.99,38.08
4972,2022-05-01,Yacon,21.47,3.48,83.79
4973,2022-06-01,Yacon,12.12,3.17,73.81
4974,2022-07-01,Yacon,16.89,3.11,81.59
4975,2022-08-01,Yacon,28.07,8.16,70.94
4976,2022-09-01,Yacon,16.66,3.92,76.47
4977,2022-10-01,Yacon,25.03,8.21,67.2
4978,2022-11-01,Yacon,19.69,6.44,67.27
4979,2022-12-01,Yacon,17.41,6.25,64.12
4980,2023-01-01,Yacon,22.67,3.25,85.65
4981,2023-02-01,Yacon,17.68,7.62,56.88
4982,2023-03-01,Yacon,22.62,3.13,86.16
4983,2023-04-01,Yacon,21.85,4.31,80.25
4984,2023-05-01,Yacon,28.52,7.9,72.29
4985,2023-06-01,Yacon,20.24,4.96,75.5
4986,2023-07-01,Yacon,12.42,5.77,53.53
4987,2023-08-01,Yacon,11.1,6.39,42.46
4988,2023-09-01,Yacon,29.33,4.15,85.86
4989,2023-10-01,Yacon,21.06,9.08,56.88
4990,2023-11-01,Yacon,11.09,5.25,52.62
4991,2023-12-01,Yacon,15.46,8.59,44.43
4992,2024-01-01,Yacon,12.95,8.01,38.15
4993,2024-02-01,Yacon,21.76,5.84,73.18
4994,2024-03-01,Yacon,23.1,9.17,60.3
4995,2024-04-01,Yacon,26.69,3.39,87.28
4996,2024-05-01,Yacon,20.95,4.24,79.75
4997,2024-06-01,Yacon,24.15,7.7,68.1
4998,2024-07-01,Yacon,21.51,5.58,74.09
4999,2024-08-01,Yacon,10.62,7.44,29.92
5000,2024-09-01,Yacon,17.81,8.09,54.56
5001,2024-10-01,Yacon,20.36,5.06,75.13
5002,2024-11-01,Yacon,12.91,7.86,39.12
5003,2024-12-01,Yacon,23.39,4.5,80.78
5004,2022-01-01,Maca,16.68,9.41,43.56
5005,2022-02-01,Maca,26.22,4.76,81.83
5006,2022-03-01,Maca,19.54,5.55,71.57
5007,2022-04-01,Maca,11.05,5.35,51.53
5008,2022-05-01,Maca,24.59,3.02,87.72
5009,2022-06-01,Maca,25.61,5.05,80.28
5010,2022-07-01,Maca,20.44,3.11,84.81
5011,2022-08-01,Maca,25.53,8.31,67.45
5012,2022-09-01,Maca,27.16,4.92,81.88
5013,2022-10-01,Maca,20.19,3.32,83.54
5014,2022-11-01,Maca,10.06,3.97,60.52
5015,2022-12-01,Maca,11.7,7.87,32.75
5016,2023-01-01,Maca,26.26,8.49,67.66
5017,2023-02-01,Maca,20.79,5.43,73.9
5018,2023-03-01,Maca,29.51,8.99,69.52
5019,2023-04-01,Maca,25.86,6.26,75.77
5020,2023-05-01,Maca,23.18,9.61,58.52
5021,2023-06-01,Maca,22.1,9.64,56.37
5022,2023-07-01,Maca,19.96,5.83,70.81
5023,2023-08-01,Maca,25.67,4.12,83.94
5024,2023-09-01,Maca,25.88,3.28,87.33
5025,2023-10-01,Maca,10.78,3.34,69
5026,2023-11-01,Maca,27.08,7.27,73.18
5027,2023-12-01,Maca,10.06,4.26,57.65
5028,2024-01-01,Maca,23.64,6.23,73.66
5029,2024-02-01,Maca,22.31,5.98,73.22
5030,2024-03-01,Maca,14.21,4.45,68.67
5031,2024-04-01,Maca,28.84,5.7,80.25
5032,2024-05-01,Maca,25.17,7.29,71.03
5033,2024-06-01,Maca,18.08,9.52,47.34
5034,2024-07-01,Maca,24.21,3.02,87.54
5035,2024-08-01,Maca,26.54,6.46,75.67
5036,2024-09-01,Maca,20.56,3.81,81.44
5037,2024-10-01,Maca,15.56,9.44,39.31
5038,2024-11-01,Maca,15.15,6.15,59.4
5039,2024-12-01,Maca,15.25,3.82,74.97
5040,2022-01-01,Purple Plum,18.57,8.77,52.76
5041,2022-02-01,Purple Plum,22.24,6.25,71.88
5042,2022-03-01,Purple Plum,18.62,6.88,63.08
5043,2022-04-01,Purple Plum,14.1,9.82,30.31
5044,2022-05-01,Purple Plum,21.35,4.94,76.88
5045,2022-06-01,Purple Plum,21.71,5.29,75.62
5046,2022-07-01,Purple Plum,11.76,9.25,21.29
5047,2022-08-01,Purple Plum,23.34,5.85,74.93
5048,2022-09-01,Purple Plum,22.81,7.16,68.6
5049,2022-10-01,Purple Plum,14.89,6.19,58.43
5050,2022-11-01,Purple Plum,10.53,4.56,56.7
5051,2022-12-01,Purple Plum,29.95,6.68,77.71
5052,2023-01-01,Purple Plum,24.56,3.12,87.29
5053,2023-02-01,Purple Plum,24.11,3.48,85.57
5054,2023-03-01,Purple Plum,15.44,9.78,36.64
5055,2023-04-01,Purple Plum,11.16,9.88,11.52
5056,2023-05-01,Purple Plum,20.69,5.79,72.01
5057,2023-06-01,Purple Plum,11.82,5.35,54.75
5058,2023-07-01,Purple Plum,18.28,9.44,48.36
5059,2023-08-01,Purple Plum,12.48,9.18,26.41
5060,2023-09-01,Purple Plum,14.66,7.52,48.68
5061,2023-10-01,Purple Plum,26.5,8.28,68.77
5062,2023-11-01,Purple Plum,11.14,7.86,29.43
5063,2023-12-01,Purple Plum,26.27,5.54,78.92
5064,2024-01-01,Purple Plum,16.24,7.2,55.67
5065,2024-02-01,Purple Plum,25.33,6.32,75.04
5066,2024-03-01,Purple Plum,29.81,8.88,70.21
5067,2024-04-01,Purple Plum,24.4,3.03,87.6
5068,2024-05-01,Purple Plum,20.28,6.55,67.68
5069,2024-06-01,Purple Plum,24.54,6.8,72.3
5070,2024-07-01,Purple Plum,20.76,8.94,56.95
5071,2024-08-01,Purple Plum,26.88,7.31,72.8
5072,2024-09-01,Purple Plum,26.52,8.35,68.52
5073,2024-10-01,Purple Plum,22.68,6.77,70.16
5074,2024-11-01,Purple Plum,12.24,4.85,60.37
5075,2024-12-01,Purple Plum,25.96,5.36,79.34
5076,2022-01-01,Sunflowers,12.47,3.33,73.32
5077,2022-02-01,Sunflowers,14.16,8.11,42.73
5078,2022-03-01,Sunflowers,14.11,5.33,62.21
5079,2022-04-01,Sunflowers,16.9,9.31,44.92
5080,2022-05-01,Sunflowers,20.77,4.62,77.77
5081,2022-06-01,Sunflowers,16.06,3.53,77.99
5082,2022-07-01,Sunflowers,26.14,5.97,77.17
5083,2022-08-01,Sunflowers,14.8,7.12,51.92
5084,2022-09-01,Sunflowers,22.83,8.77,61.61
5085,2022-10-01,Sunflowers,13.18,7.21,45.3
5086,2022-11-01,Sunflowers,16.57,9.94,39.99
5087,2022-12-01,Sunflowers,28.32,3.73,86.83
5088,2023-01-01,Sunflowers,21.6,7.78,64.01
5089,2023-02-01,Sunflowers,10.54,3.66,65.32
5090,2023-03-01,Sunflowers,17.02,8.85,48
5091,2023-04-01,Sunflowers,15.48,5.33,65.54
5092,2023-05-01,Sunflowers,13.02,4.24,67.45
5093,2023-06-01,Sunflowers,16.96,5.41,68.07
5094,2023-07-01,Sunflowers,10.69,9.34,12.59
5095,2023-08-01,Sunflowers,18.98,6.52,65.66
5096,2023-09-01,Sunflowers,27.52,4.17,84.85
5097,2023-10-01,Sunflowers,11.76,8.69,26.11
5098,2023-11-01,Sunflowers,12.23,4.92,59.78
5099,2023-12-01,Sunflowers,10.32,6.37,38.26
5100,2024-01-01,Sunflowers,19.01,5.71,69.98
5101,2024-02-01,Sunflowers,25.78,5.85,77.3
5102,2024-03-01,Sunflowers,22.26,4.13,81.45
5103,2024-04-01,Sunflowers,25.82,4.78,81.49
5104,2024-05-01,Sunflowers,20.05,3.43,82.89
5105,2024-06-01,Sunflowers,25.3,4.69,81.47
5106,2024-07-01,Sunflowers,19.84,6.49,67.29
5107,2024-08-01,Sunflowers,10.13,3.43,66.15
5108,2024-09-01,Sunflowers,17.12,8.11,52.6
5109,2024-10-01,Sunflowers,16.11,6.76,58.01
5110,2024-11-01,Sunflowers,16.48,6.32,61.64
5111,2024-12-01,Sunflowers,13.23,4.01,69.67
5112,2022-01-01,Canola,12.75,4.83,62.1
5113,2022-02-01,Canola,16.33,5.59,65.75
5114,2022-03-01,Canola,11.25,6.16,45.29
5115,2022-04-01,Canola,26.56,4.96,81.32
5116,2022-05-01,Canola,24.68,3.22,86.95
5117,2022-06-01,Canola,14.68,7.33,50.09
5118,2022-07-01,Canola,27.12,7.61,71.95
5119,2022-08-01,Canola,10.43,4.42,57.6
5120,2022-09-01,Canola,28.78,3.44,88.03
5121,2022-10-01,Canola,12.34,9.75,20.92
5122,2022-11-01,Canola,25.97,8.37,67.76
5123,2022-12-01,Canola,28.91,5.06,82.49
5124,2023-01-01,Canola,21.64,6.84,68.38
5125,2023-02-01,Canola,14.8,4.77,67.77
5126,2023-03-01,Canola,13.3,6.66,49.95
5127,2023-04-01,Canola,24.64,4.84,80.35
5128,2023-05-01,Canola,10.27,5.69,44.57
5129,2023-06-01,Canola,27.08,9.51,64.87
5130,2023-07-01,Canola,18.76,5.23,72.1
5131,2023-08-01,Canola,22.12,8.46,61.77
5132,2023-09-01,Canola,21.63,4.11,80.98
5133,2023-10-01,Canola,24.17,5.65,76.65
5134,2023-11-01,Canola,15.59,3.35,78.51
5135,2023-12-01,Canola,26.17,9.74,62.79
5136,2024-01-01,Canola,19.72,3.4,82.76
5137,2024-02-01,Canola,24.26,7.8,67.87
5138,2024-03-01,Canola,21.72,9.36,56.91
5139,2024-04-01,Canola,21.91,5.89,73.13
5140,2024-05-01,Canola,22.68,8.99,60.35
5141,2024-06-01,Canola,13.82,9.72,29.67
5142,2024-07-01,Canola,25.82,6.98,72.96
5143,2024-08-01,Canola,12.07,5.17,57.12
5144,2024-09-01,Canola,22.9,3.81,83.36
5145,2024-10-01,Canola,12.28,9.31,24.21
5146,2024-11-01,Canola,21.46,6.4,70.19
5147,2024-12-01,Canola,11.77,7.15,39.25
5148,2022-01-01,Flax,27.26,5.1,81.29
5149,2022-02-01,Flax,17.47,7.8,55.36
5150,2022-03-01,Flax,16.29,3.33,79.56
5151,2022-04-01,Flax,18.3,3.44,81.21
5152,2022-05-01,Flax,28.42,3.68,87.04
5153,2022-06-01,Flax,20.74,6.96,66.45
5154,2022-07-01,Flax,16.02,7.3,54.43
5155,2022-08-01,Flax,18.4,5.19,71.78
5156,2022-09-01,Flax,12.19,3.83,68.56
5157,2022-10-01,Flax,25.52,9.76,61.73
5158,2022-11-01,Flax,17.81,8.85,50.31
5159,2022-12-01,Flax,24.98,8.38,66.44
5160,2023-01-01,Flax,13.04,7.02,46.18
5161,2023-02-01,Flax,14.42,4.95,65.66
5162,2023-03-01,Flax,12.37,7.84,36.59
5163,2023-04-01,Flax,19.52,6.75,65.44
5164,2023-05-01,Flax,28.7,7.2,74.91
5165,2023-06-01,Flax,26.91,8.36,68.94
5166,2023-07-01,Flax,25.73,8.76,65.97
5167,2023-08-01,Flax,22.15,3.18,85.65
5168,2023-09-01,Flax,12.78,8.35,34.67
5169,2023-10-01,Flax,20.72,8.82,57.43
5170,2023-11-01,Flax,19.16,7.33,61.73
5171,2023-12-01,Flax,15.53,4.95,68.13
5172,2024-01-01,Flax,11.77,9.15,22.29
5173,2024-02-01,Flax,29.64,7.87,73.46
5174,2024-03-01,Flax,25.31,7.81,69.13
5175,2024-04-01,Flax,27.18,9.35,65.59
5176,2024-05-01,Flax,17.98,7.34,59.19
5177,2024-06-01,Flax,27.74,7.35,73.51
5178,2024-07-01,Flax,26.65,4.07,84.74
5179,2024-08-01,Flax,14.13,7.48,47.03
5180,2024-09-01,Flax,21.76,8.06,62.94
5181,2024-10-01,Flax,28.06,9.05,67.75
5182,2024-11-01,Flax,20.6,5.57,72.97
5183,2024-12-01,Flax,11.94,9.31,21.97
5184,2022-01-01,Sesame,11.93,7.63,36.07
5185,2022-02-01,Sesame,25.89,7.76,70.01
5186,2022-03-01,Sesame,18.41,3.13,83.02
5187,2022-04-01,Sesame,19.36,9.56,50.63
5188,2022-05-01,Sesame,10.16,3.82,62.44
5189,2022-06-01,Sesame,17.76,3.23,81.79
5190,2022-07-01,Sesame,23.67,7.23,69.45
5191,2022-08-01,Sesame,24.98,9.59,61.61
5192,2022-09-01,Sesame,20.02,9.12,54.41
5193,2022-10-01,Sesame,24.83,4.44,82.14
5194,2022-11-01,Sesame,26.42,3.28,87.58
5195,2022-12-01,Sesame,19.3,6.16,68.09
5196,2023-01-01,Sesame,28.75,7.15,75.14
5197,2023-02-01,Sesame,20.37,7.33,64
5198,2023-03-01,Sesame,19.39,9.09,53.09
5199,2023-04-01,Sesame,13.78,8.98,34.8
5200,2023-05-01,Sesame,11.36,9.53,16.11
5201,2023-06-01,Sesame,28.58,9.78,65.79
5202,2023-07-01,Sesame,11.4,6.19,45.67
5203,2023-08-01,Sesame,15.43,3.17,79.46
5204,2023-09-01,Sesame,10.27,7.56,26.36
5205,2023-10-01,Sesame,26.01,9.95,61.73
5206,2023-11-01,Sesame,26.49,7.44,71.93
5207,2023-12-01,Sesame,24.27,6.08,74.94
5208,2024-01-01,Sesame,18.54,5.87,68.34
5209,2024-02-01,Sesame,22.83,6.77,70.36
5210,2024-03-01,Sesame,25.44,7.96,68.69
5211,2024-04-01,Sesame,13.98,7.53,46.12
5212,2024-05-01,Sesame,13.69,9.34,31.76
5213,2024-06-01,Sesame,24.14,7.04,70.84
5214,2024-07-01,Sesame,26.16,5.26,79.88
5215,2024-08-01,Sesame,29.51,8.68,70.58
5216,2024-09-01,Sesame,12.96,8.33,35.68
5217,2024-10-01,Sesame,29.29,4.05,86.18
5218,2024-11-01,Sesame,14.11,9.16,35.05
5219,2024-12-01,Sesame,17.15,5.53,67.73
5220,2022-01-01,Safflower,14.22,5.73,59.68
5221,2022-02-01,Safflower,22.78,4.86,78.65
5222,2022-03-01,Safflower,25.73,9.84,61.74
5223,2022-04-01,Safflower,29.99,3.99,86.69
5224,2022-05-01,Safflower,14.86,3.71,75.03
5225,2022-06-01,Safflower,10.9,4.91,54.96
5226,2022-07-01,Safflower,24.46,6.53,73.3
5227,2022-08-01,Safflower,24.56,7.94,67.67
5228,2022-09-01,Safflower,10.59,5.38,49.18
5229,2022-10-01,Safflower,21.22,5.03,76.28
5230,2022-11-01,Safflower,24.47,9.35,61.8
5231,2022-12-01,Safflower,15.69,8.19,47.83
5232,2023-01-01,Safflower,25.23,6.37,74.77
5233,2023-02-01,Safflower,18.99,4.14,78.2
5234,2023-03-01,Safflower,18.77,4.4,76.54
5235,2023-04-01,Safflower,12.62,8.42,33.27
5236,2023-05-01,Safflower,20.81,5.14,75.33
5237,2023-06-01,Safflower,28.53,9.4,67.04
5238,2023-07-01,Safflower,27.07,5.37,80.15
5239,2023-08-01,Safflower,21.59,7.22,66.56
5240,2023-09-01,Safflower,26.93,9.02,66.5
5241,2023-10-01,Safflower,24.35,5.72,76.5
5242,2023-11-01,Safflower,14.69,9.36,36.29
5243,2023-12-01,Safflower,26.11,8.37,67.93
5244,2024-01-01,Safflower,22.03,8.79,60.08
5245,2024-02-01,Safflower,15.54,3.69,76.24
5246,2024-03-01,Safflower,25.61,8.89,65.31
5247,2024-04-01,Safflower,16.07,8.17,49.18
5248,2024-05-01,Safflower,17.71,6.92,60.96
5249,2024-06-01,Safflower,25.29,3.84,84.82
5250,2024-07-01,Safflower,23.41,3.9,83.34
5251,2024-08-01,Safflower,24.25,4.58,81.12
5252,2024-09-01,Safflower,15.99,5.93,62.92
5253,2024-10-01,Safflower,14.26,7.86,44.88
5254,2024-11-01,Safflower,29.62,5.35,81.94
5255,2024-12-01,Safflower,27.98,4.26,84.76
5256,2022-01-01,Cotton,26.17,6.63,74.65
5257,2022-02-01,Cotton,14.55,3.72,74.44
5258,2022-03-01,Cotton,24,6.69,72.11
5259,2022-04-01,Cotton,13.84,8.66,37.43
5260,2022-05-01,Cotton,15.97,4.06,74.59
5261,2022-06-01,Cotton,22.55,7.11,68.48
5262,2022-07-01,Cotton,13.7,7.2,47.43
5263,2022-08-01,Cotton,10.51,5.3,49.54
5264,2022-09-01,Cotton,16.56,8.71,47.38
5265,2022-10-01,Cotton,22.71,6.51,71.35
5266,2022-11-01,Cotton,27.11,9.45,65.14
5267,2022-12-01,Cotton,28.98,4.2,85.5
5268,2023-01-01,Cotton,27.93,6.12,78.07
5269,2023-02-01,Cotton,29.66,8.34,71.87
5270,2023-03-01,Cotton,14.62,8.54,41.56
5271,2023-04-01,Cotton,27.74,4.65,83.23
5272,2023-05-01,Cotton,11.26,6.43,42.88
5273,2023-06-01,Cotton,11.53,4.91,57.44
5274,2023-07-01,Cotton,17.75,5.41,69.54
5275,2023-08-01,Cotton,24.9,5,79.92
5276,2023-09-01,Cotton,29.78,3.89,86.95
5277,2023-10-01,Cotton,12.38,9.76,21.14
5278,2023-11-01,Cotton,10.24,9.63,5.96
5279,2023-12-01,Cotton,21.8,3.24,85.15
5280,2024-01-01,Cotton,19.16,5.77,69.88
5281,2024-02-01,Cotton,12.64,8.3,34.35
5282,2024-03-01,Cotton,20.12,5.18,74.25
5283,2024-04-01,Cotton,23.69,4,83.11
5284,2024-05-01,Cotton,19.58,8.48,56.7
5285,2024-06-01,Cotton,25.01,9.12,63.53
5286,2024-07-01,Cotton,23.86,7.87,67.02
5287,2024-08-01,Cotton,27.65,9.07,67.18
5288,2024-09-01,Cotton,28.9,4.07,85.92
5289,2024-10-01,Cotton,12.84,8.97,30.08
5290,2024-11-01,Cotton,24.05,5.36,77.72
5291,2024-12-01,Cotton,18.19,8.78,51.71
5292,2022-01-01,Tobacco,29.56,4.34,85.3
5293,2022-02-01,Tobacco,20.93,7.67,63.36
5294,2022-03-01,Tobacco,19.96,8.86,55.63
5295,2022-04-01,Tobacco,24.49,9.71,60.37
5296,2022-05-01,Tobacco,22.97,5.58,75.7
5297,2022-06-01,Tobacco,12.21,6.19,49.26
5298,2022-07-01,Tobacco,19.4,9.92,48.85
5299,2022-08-01,Tobacco,13.76,7.38,46.35
5300,2022-09-01,Tobacco,15.35,4.26,72.22
5301,2022-10-01,Tobacco,15.52,9.6,38.17
5302,2022-11-01,Tobacco,12.1,7.51,37.91
5303,2022-12-01,Tobacco,23.52,9.09,61.36
5304,2023-01-01,Tobacco,22.85,6.57,71.23
5305,2023-02-01,Tobacco,11.74,5.07,56.77
5306,2023-03-01,Tobacco,24.66,6.1,75.27
5307,2023-04-01,Tobacco,29.88,9.53,68.11
5308,2023-05-01,Tobacco,24.93,7,71.93
5309,2023-06-01,Tobacco,22.44,7.11,68.3
5310,2023-07-01,Tobacco,23.76,8.1,65.92
5311,2023-08-01,Tobacco,21.69,7.51,65.4
5312,2023-09-01,Tobacco,15.73,4.04,74.33
5313,2023-10-01,Tobacco,18.04,6.15,65.93
5314,2023-11-01,Tobacco,12,5.78,51.83
5315,2023-12-01,Tobacco,18.52,6,67.6
5316,2024-01-01,Tobacco,11.34,5.63,50.33
5317,2024-02-01,Tobacco,23.58,3.66,84.49
5318,2024-03-01,Tobacco,28.93,6.54,77.38
5319,2024-04-01,Tobacco,17.92,4.93,72.52
5320,2024-05-01,Tobacco,11.24,4.28,61.94
5321,2024-06-01,Tobacco,27.48,5.09,81.49
5322,2024-07-01,Tobacco,22.21,9.94,55.24
5323,2024-08-01,Tobacco,17.78,9.87,44.46
5324,2024-09-01,Tobacco,11.25,9.02,19.83
5325,2024-10-01,Tobacco,12.61,9.22,26.84
5326,2024-11-01,Tobacco,26.66,8.58,67.82
5327,2024-12-01,Tobacco,19.86,9.56,51.87
5328,2022-01-01,Sugarcane,23.7,6.13,74.15
5329,2022-02-01,Sugarcane,17.75,5.78,67.43
5330,2022-03-01,Sugarcane,10.21,9.15,10.33
5331,2022-04-01,Sugarcane,21,4.84,76.95
5332,2022-05-01,Sugarcane,13.01,7.17,44.94
5333,2022-06-01,Sugarcane,26.23,5.11,80.5
5334,2022-07-01,Sugarcane,11.8,3.27,72.28
5335,2022-08-01,Sugarcane,27.68,5.83,78.95
5336,2022-09-01,Sugarcane,14.79,3.7,74.96
5337,2022-10-01,Sugarcane,25.69,6.45,74.91
5338,2022-11-01,Sugarcane,10.53,6.39,39.27
5339,2022-12-01,Sugarcane,25.28,7.63,69.81
5340,2023-01-01,Sugarcane,24.17,3.13,87.04
5341,2023-02-01,Sugarcane,18.9,9.43,50.12
5342,2023-03-01,Sugarcane,29.15,8.29,71.58
5343,2023-04-01,Sugarcane,19.06,7.91,58.51
